state_code,state,capital,region,lat,lon,metric,slope_per_year,slope_per_decade,intercept,method,n_years,first_year,last_year
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_t2m_c,0.03638613013698633,0.3638613013698633,-49.95847474315073,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_t2m_max_c,0.0475052670161664,0.47505267016166397,-66.25568913505316,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_t2m_min_c,0.02415753424657563,0.2415753424657563,-30.595345890411533,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_t2m_range_c,0.02556118471941519,0.2556118471941519,-40.130669201786695,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_rh2m_pct,-0.20673150684931443,-2.0673150684931443,485.0680761808506,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_solar_kwh_m2_day,0.03273231088977264,0.32732310889772637,-46.124294262955885,theilslopes,43,1984,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_ws10m_m_s,-0.00693048880904259,-0.0693048880904259,16.949768575492172,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_ws50m_m_s,-0.010993990140408296,-0.10993990140408297,26.77491130110254,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,mean_vpd_kpa,0.00830116096071226,0.0830116096071226,-15.791680944679177,theilslopes,46,1981,2026
MA,Maranhão,São Luís,Nordeste,-2.5307,-44.3068,annual_precip_mm,-15.428214285714278,-154.2821428571428,32756.307321428558,theilslopes,46,1981,2026
